ID,split
493,train
494,val
495,train
496,train
497,train
498,train
499,train
500,val
501,train
502,train
503,train
504,train
505,train
506,train
507,train
508,train
509,train
510,train
511,test
512,val
513,train
514,train
515,train
516,train
517,train
518,train
519,val
520,train
521,train
522,train
523,train
524,train
525,train
526,train
527,train
528,train
529,train
530,train
531,train
532,train
533,test
534,test
535,train
536,val
537,train
538,train
539,test
540,train
541,train
542,train
543,test
544,test
545,train
546,train
547,train
548,train
549,train
550,train
551,train
552,train
553,train
554,train
555,test
556,train
557,train
558,train
559,train
560,train
561,train
562,train
563,test
564,train
565,train
566,train
567,train
568,train
569,train
570,train
571,train
572,train
573,train
574,test
575,train
576,train
577,train
578,test
579,val
580,train
581,train
582,train
583,test
584,train
585,train
586,train
587,test
588,train
589,train
590,train
591,train
592,train
593,test
594,train
595,test
596,train
597,train
598,train
599,train
600,train
601,train
602,train
603,train
604,train
605,train
606,train
607,train
608,train
609,val
610,train
611,train
612,val
613,train
614,val
615,train
616,train
617,train
618,train
619,train
620,train
621,train
622,test
623,train
624,train
625,val
626,train
627,train
628,train
629,train
630,train
631,train
632,train
633,train
634,train
635,train
636,train
637,train
638,train
639,train
640,train
641,train
642,train
643,train
644,train
645,train
646,train
647,train
648,test
649,train
650,train
651,train
652,val
653,train
654,test
655,train
656,train
657,train
658,test
659,train
660,train
661,train
662,train
663,train
664,train
665,train
666,train
667,train
668,train
669,val
670,train
671,train
672,train
673,train
674,val
675,train
676,train
677,val
678,train
679,train
680,train
681,train
682,train
683,train
684,test
685,train
686,train
687,train
688,train
689,train
690,train
691,train
692,train
693,train
694,train
695,val
696,train
697,test
698,train
699,train
700,train
701,test
702,train
703,train
704,train
705,test
706,train
707,train
708,train
709,test
710,train
711,train
712,train
713,train
714,train
715,train
716,train
717,train
718,train
719,train
720,train
721,test
722,train
723,train
724,train
725,test
726,train
727,train
728,train
729,train
730,train
731,train
732,train
733,val
734,val
735,train
736,train
737,val
738,train
739,test
740,train
741,test
742,test
743,train
744,train
745,test
746,train
747,train
748,val
749,train
750,val
751,test
752,train
753,train
754,train
755,train
756,train
757,val
758,train
759,test
760,train
761,train
762,test
763,train
764,val
765,val
766,train
767,train
768,train
769,train
770,train
771,train
772,train
773,test
774,train
775,train
776,train
777,train
778,train
779,train
780,train
781,train
782,train
783,train
784,train
785,train
786,train
787,train
788,train
789,train
790,train
791,train
792,train
793,train
794,train
795,train
796,test
797,val
798,train
799,train
800,val
801,train
802,train
803,train
804,train
805,train
806,train
807,train
808,train
809,train
810,train
811,train
812,val
813,val
814,train
815,train
816,train
817,train
818,train
819,train
820,val
821,val
822,train
823,train
824,train
825,train
826,train
827,train
828,train
829,test
830,train
831,train
832,train
833,train
834,test
835,train
836,train
837,train
838,train
839,train
840,test
841,train
842,train
843,train
844,train
845,train
846,train
847,train
848,train
849,train
850,train
851,test
852,train
853,train
854,train
855,train
856,train
857,test
858,train
859,train
860,train
861,train
862,train
863,test
864,train
865,train
866,train
867,val
868,train
869,val
870,train
871,train
872,train
873,val
874,train
875,train
876,val
877,train
878,train
879,train
880,train
881,train
882,train
883,train
884,test
885,test
886,train
887,train
888,train
889,train
890,train
891,train
892,train
893,train
894,train
895,train
896,val
897,train
898,train
899,val
900,train
901,test
902,train
903,test
904,train
905,train
906,train
907,train
908,train
909,val
910,train
911,train
912,train
913,train
914,train
915,test
916,train
917,train
918,train
919,train
920,train
921,train
922,val
923,train
924,train
925,train
926,train
927,train
928,test
929,train
930,train
931,test
932,train
933,test
934,train
935,train
936,train
937,train
938,val
939,train
940,train
941,train
942,train
943,train
944,train
945,val
946,train
947,train
948,train
949,train
950,train
951,train
952,train
953,test
954,train
955,train
956,train
957,train
958,train
959,test
960,train
961,val
962,train
963,train
964,train
965,train
966,val
967,train
968,test
969,train
970,train
971,val
972,test
973,train
974,train
975,train
976,train
977,train
978,train
979,train
980,val
981,train
982,train
983,train
984,train
985,train
986,train
987,train
988,train
989,train
990,train
991,train
992,train
993,train
994,val
995,train
996,train
997,train
998,train
999,train
1000,train
1001,train
1002,train
1003,test
1004,train
1005,train
1006,train
1007,val
1008,train
1009,train
1010,train
1011,test
1012,train
1013,train
1014,train
1015,train
1016,train
1017,train
1018,train
1019,val
1020,train
1021,train
1022,train
1023,val
1024,train
1025,train
1026,train
1027,train
1028,train
1029,train
1030,train
1031,train
1032,train
1033,train
1034,train
1035,train
1036,test
1037,train
1038,train
1039,train
1040,val
1041,train
1042,val
1043,train
1044,val
1045,train
1046,train
1047,train
1048,val
1049,train
1050,train
1051,train
1052,train
1053,train
1054,test
1055,train
1056,train
1057,train
1058,val
1059,train
1060,train
1061,train
1062,test
1063,train
1064,train
1065,train
1066,train
1067,train
1068,train
1069,test
1070,train
1071,train
1072,train
1073,train
1074,train
1075,train
1076,train
1077,train
1078,train
1079,test
1080,train
1081,train
1082,train
1083,val
1084,val
1085,val
1086,test
1087,val
1088,train
1089,train
1090,train
1091,val
1092,val
1093,train
1094,train
1095,train
1096,train
1097,train
1098,train
1099,train
1100,train
1101,train
1102,train
1103,train
1104,train
1105,train
1106,train
1107,train
1108,val
1109,train
1110,train
1111,train
1112,val
1113,train
1114,train
1115,val
1116,train
1117,train
1118,train
1119,val
1120,train
1121,train
1122,val
1123,train
1124,train
1125,train
1126,train
1127,train
1128,train
1129,train
1130,train
1131,train
1132,train
1133,train
1134,train
1135,train
1136,train
1137,train
1138,train
1139,train
1140,test
1141,train
1142,train
1143,test
1144,train
1145,train
1146,train
1147,train
1148,test
1149,train
1150,train
1151,train
1152,train
1153,train
1154,test
1155,train
1156,train
1157,train
1158,val
1159,train
1160,train
1161,test
1162,train
1163,train
1164,train
1165,train
1166,train
1167,val
1168,train
1169,train
1170,train
1171,train
1172,train
1173,train
1174,train
1175,train
1176,test
1177,train
1178,train
1179,test
1180,train
1181,train
1182,train
1183,train
1184,train
1185,train
1186,train
1187,train
1188,train
1189,test
1190,train
1191,train
1192,train
1193,train
1194,train
1195,train
1196,train
1197,train
1198,val
1199,train
1200,train
1201,train
1202,val
1203,train
1204,train
1205,train
1206,train
1207,train
1208,train
1209,val
1210,train
1211,test
1212,train
1213,train
1214,test
1215,train
1216,train
1217,train
1218,val
1219,train
1220,test
1221,train
1222,train
1223,train
1224,train
1225,train
1226,val
1227,test
1228,train
1229,train
1230,train
1231,train
1232,train
1233,train
1234,train
1235,train
1236,train
1237,test
1238,val
1239,train
1240,train
1241,train
1242,train
1243,train
1244,train
1245,train
1246,train
1247,train
1248,train
1249,train
1250,train
1251,test
1252,train
1253,train
1254,train
1255,test
1256,test
1257,train
1258,train
1259,train
1260,train
1261,train
1262,val
1263,train
1264,train
1265,train
1266,train
1267,train
1268,train
1269,train
1270,train
1271,train
1272,train
1273,test
1274,train
1275,train
1276,test
1277,train
1278,val
1279,train
1280,train
1281,train
1282,train
1283,val
1284,train
1285,train
1286,val
1287,train
1288,train
1289,test
1290,train
1291,train
1292,train
1293,train
1294,train
1295,train
1296,train
1297,train
1298,train
1299,train
1300,train
1301,train
1302,train
1303,train
1304,train
1305,train
1306,train
1307,train
1308,train
1309,train
1310,train
1311,val
1312,train
1313,train
1314,train
1315,train
1316,train
1317,train
1318,train
1319,train
1320,train
1321,test
1322,train
1323,train
1324,test
1325,train
1326,train
1327,val
1328,test
1329,test
1330,train
1331,train
1332,train
1333,train
1334,train
1335,train
1336,train
1337,train
1338,train
1339,train
1340,val
1341,train
1342,train
1343,train
1344,train
1345,train
1346,train
1347,val
1348,test
1349,train
1350,train
1351,test
1352,test
1353,train
1354,train
1355,train
1356,test
1357,train
1358,train
1359,test
1360,train
1361,train
1362,train
1363,train
1364,train
1365,train
1366,train
1367,train
1368,train
1369,test
1370,test
1371,train
1372,train
1373,val
1374,val
1375,train
1376,train
1377,train
1378,train
1379,train
1380,train
1381,train
1382,train
1383,train
1384,test
1385,train
1386,val
1387,train
1388,train
1389,train
1390,train
1391,train
1392,train
1393,train
1394,val
1395,train
1396,train
1397,val
1398,train
1399,train
1400,test
1401,train
1402,train
1403,val
1404,train
1405,train
1406,train
1407,train
1408,train
1409,test
1410,train
1411,train
1412,train
1413,train
1414,val
1415,test
1416,train
1417,train
1418,train
1419,val
1420,train
1421,train
1422,val
1423,train
1424,train
1425,train
1426,train
1427,train
1428,test
1429,train
1430,train
1431,test
1432,train
1433,test
1434,val
1435,val
1436,train
1437,train
1438,train
1439,train
1440,train
1441,train
1442,train
1443,train
1444,train
1445,train
1446,train
1447,train
1448,train
1449,train
1450,train
1451,train
1452,train
1453,train
1454,val
1455,train
1456,train
1457,train
1458,val
1459,train
1460,val
1461,train
1462,train
1463,train
1464,val
1465,train
1466,train
1467,train
1468,train
1469,train
1470,train
1471,test
1472,train
1473,test
1474,train
1475,train
1476,test
1477,train
1478,train
1479,train
1480,test
1481,train
1482,train
1483,val
1484,test
1485,train
1486,train
1487,train
1488,train
1489,train
1490,val
1491,train
1492,test
1493,train
1494,val
1495,train
1496,train
1497,val
1498,train
1499,test
1500,train
1501,train
1502,val
1503,train
1504,train
1505,train
1506,train
1507,train
1508,train
1509,test
1510,train
1511,train
1512,test
1513,val
1514,test
1515,train
1516,train
1517,val
1518,train
1519,train
1520,train
1521,test
1522,train
1523,train
1524,train
1525,train
1526,train
1527,train
1528,train
1529,train
1530,train
1531,test
1532,train
1533,train
1534,train
1535,train
1536,train
1537,train
1538,train
1539,train
1540,train
1541,train
1542,train
1543,train
1544,train
1545,train
1546,train
1547,train
1548,train
1549,train
1550,train
1551,train
1552,train
1553,train
1554,train
1555,train
1556,train
1557,train
1558,train
1559,train
1560,train
1561,train
1562,train
1563,test
1564,train
1565,train
1566,train
1567,train
1568,train
1569,train
1570,train
1571,test
1572,train
1573,train
1574,train
1575,train
1576,val
1577,train
1578,train
1579,train
1580,test
1581,test
1582,train
1583,train
1584,train
1585,train
1586,train
1587,val
1588,train
1589,train
1590,train
1591,train
1592,train
1593,train
1594,test
1595,train
1596,test
1597,train
1598,train
1599,train
1600,test
1601,train
1602,train
1603,test
1604,train
1605,train
1606,train
1607,val
1608,train
1609,val
1610,train
1611,train
1612,test
1613,train
1614,train
1615,val
1616,train
1617,train
1618,val
1619,train
1620,train
1621,train
1622,test
1623,train
1624,test
1625,train
1626,train
1627,val
1628,train
1629,train
1630,train
1631,train
1632,train
1633,train
1634,train
1635,test
1636,train
1637,train
1638,train
1639,train
1640,train
1641,train
1642,train
1643,train
1644,test
1645,train
1646,train
1647,train
1648,train
1649,train
1650,train
1651,val
1652,train
1653,train
1654,train
1655,train
1656,test
1657,train
1658,train
1659,train
1660,test
1661,train
1662,train
1663,val
1664,train
1665,train
1666,val
1667,train
1668,train
1669,train
1670,val
1671,val
1672,val
1673,train
1674,train
1675,train
1676,train
1677,train
1678,train
1679,train
1680,train
1681,train
1682,train
1683,train
1684,val
1685,val
1686,train
1687,train
1688,train
1689,val
1690,train
1691,train
1692,train
1693,val
1694,train
1695,train
1696,train
1697,train
1698,test
1699,val
1700,train
1701,train
1702,val
1703,train
1704,train
1705,train
1706,test
1707,train
1708,train
1709,train
1710,train
1711,train
1712,train
1713,train
1714,test
1715,train
1716,train
1717,train
1718,train
1719,test
1720,train
1721,val
1722,train
1723,test
1724,train
1725,train
1726,train
1727,train
1728,train
1729,train
1730,train
1731,test
1732,train
1733,test
1734,train
1735,train
1736,train
1737,train
1738,train
1739,train
1740,val
1741,test
1742,train
1743,train
1744,test
1745,val
1746,train
1747,train
1748,test
1749,train
1750,train
1751,train
1752,train
1753,train
1754,train
1755,train
1756,train
1757,train
1758,train
1759,train
1760,train
1761,train
1762,train
1763,train
1764,train
1765,train
1766,train
1767,test
1768,train
1769,val
1770,val
1771,train
1772,train
1773,train
1774,train
1775,train
1776,train
1777,train
1778,train
1779,train
1780,train
1781,train
1782,train
1783,train
1784,test
1785,train
1786,train
1787,val
1788,train
1789,train
1790,train
1791,train
1792,test
1793,train
1794,val
1795,train
1796,test
1797,train
1798,train
1799,train
1800,test
1801,train
1802,train
1803,train
1804,train
1805,train
1806,train
1807,train
1808,val
1809,train
1810,train
1811,train
1812,train
1813,train
1814,train
1815,train
1816,train
1817,train
1818,train
1819,train
1820,train
1821,train
1822,train
1823,train
1824,train
1825,train
1826,test
1827,train
1828,train
1829,train
1830,train
1831,test
1832,train
1833,train
1834,train
1835,train
1836,train
1837,train
1838,train
1839,train
1840,val
1841,train
1842,train
1843,train
1844,train
1845,val
1846,train
1847,train
1848,train
1849,train
1850,train
1851,train
1852,train
1853,train
1854,train
1855,train
1856,train
1857,train
1858,train
1859,train
1860,train
1861,train
1862,train
1863,train
1864,train
1865,test
1866,train
1867,train
1868,train
1869,train
1870,train
1871,train
1872,train
1873,train
1874,train
1875,train
1876,train
1877,train
1878,train
1879,train
1880,train
1881,test
1882,train
1883,train
1884,val
1885,train
1886,train
1887,val
1888,train
1889,train
1890,train
1891,train
1892,train
1893,train
1894,train
1895,train
1896,train
1897,train
1898,test
1899,train
1900,train
1901,train
1902,train
1903,train
1904,train
1905,train
1906,train
1907,train
1908,train
1909,train
1910,train
1911,train
1912,train
1913,train
1914,train
1915,train
1916,train
1917,train
1918,train
1919,train
1920,train
1921,train
1922,val
1923,train
1924,val
1925,train
1926,train
1927,train
1928,train
1929,train
1930,train
1931,train
1932,train
1933,train
1934,train
1935,val
1936,test
1937,train
1938,train
1939,train
1940,train
1941,train
1942,test
1943,train
1944,train
1945,train
1946,test
1947,train
1948,train
1949,train
1950,train
1951,test
1952,train
1953,train
1954,val
1955,val
1956,test
1957,train
1958,test
1959,train
1960,train
1961,train
1962,train
1963,train
1964,train
1965,val
1966,val
1967,train
1968,train
1969,train
1970,train
1971,train
1972,test
1973,train
1974,train
1975,train
1976,train
1977,train
1978,train
1979,test
1980,train
1981,train
1982,test
1983,train
1984,val
1985,val
1986,train
1987,train
1988,train
1989,train
1990,val
1991,train
1992,train
1993,train
1994,train
1995,train
1996,train
1997,train
1998,train
1999,train
2000,train
2001,train
2002,train
2003,test
2004,train
2005,train
2006,train
2007,train
2008,train
2009,train
2010,val
2011,train
2012,train
2013,val
2014,train
2015,train
2016,train
2017,train
2018,train
2019,train
2020,val
2021,val
2022,val
2023,train
2024,train
2025,train
2026,train
2027,train
2028,train
2029,train
2030,val
2031,train
2032,train
2033,train
2034,train
2035,test
2036,train
2037,test
2038,train
2039,train
2040,test
2041,train
2042,train
2043,train
2044,train
2045,train
2046,train
2047,val
2048,train
2049,train
2050,train
2051,train
2052,train
2053,train
2054,train
2055,test
2056,test
2057,train
2058,test
2059,test
2060,train
2061,train
2062,train
2063,train
2064,train
2065,train
2066,train
2067,train
2068,train
2069,train
2070,val
2071,train
2072,train
2073,train
2074,train
2075,train
2076,train
2077,train
2078,train
2079,train
2080,train
2081,train
2082,train
2083,train
2084,train
2085,train
2086,val
2087,train
2088,test
2089,test
2090,test
2091,train
2092,train
2093,train
2094,train
2095,test
2096,train
2097,train
2098,train
2099,train
2100,train
2101,train
2102,train
2103,test
2104,train
2105,train
2106,train
2107,train
2108,train
2109,train
2110,test
2111,train
2112,train
2113,train
2114,train
2115,train
2116,train
2117,train
2118,test
2119,train
2120,test
2121,train
2122,train
2123,test
2124,train
2125,val
2126,train
2127,train
2128,val
2129,test
2130,train
2131,train
2132,train
2133,train
2134,train
2135,train
2136,train
2137,train
2138,train
2139,train
2140,train
2141,train
2142,train
2143,test
2144,train
2145,test
2146,test
2147,train
2148,train
2149,train
2150,train
2151,test
2152,train
2153,train
2154,train
2155,test
2156,train
2157,train
2158,test
2159,train
2160,train
2161,train
2162,train
2163,train
2164,train
2165,train
2166,train
2167,train
2168,test
2169,train
2170,train
2171,train
2172,train
2173,train
2174,train
2175,val
2176,train
2177,train
2178,val
2179,train
2180,train
2181,train
2182,train
2183,train
2184,val
2185,val
2186,train
2187,train
2188,train
2189,train
2190,val
2191,train
2192,train
2193,train
2194,train
2195,train
2196,train
2197,train
2198,train
2199,train
2200,train
2201,train
2202,val
2203,train
2204,train
2205,train
2206,train
2207,train
2208,train
2209,train
2210,train
2211,val
2212,train
2213,train
2214,train
2215,train
2216,val
2217,test
2218,train
2219,val
2220,train
2221,train
2222,val
2223,train
2224,train
2225,train
2226,train
2227,train
2228,val
2229,train
2230,train
2231,train
2232,train
2233,test
2234,train
2235,train
2236,train
2237,test
2238,train
2239,val
2240,train
2241,train
2242,train
2243,train
2244,train
2245,train
2246,train
2247,train
2248,train
2249,train
2250,train
2251,train
2252,train
2253,test
2254,train
2255,val
2256,train
2257,train
2258,train
2259,train
2260,train
2261,train
2262,train
2263,train
2264,train
2265,test
2266,train
2267,train
2268,test
2269,train
2270,train
2271,test
2272,test
2273,train
2274,train
2275,train
2276,train
2277,train
2278,train
2279,train
2280,train
2281,train
2282,train
2283,train
2284,train
2285,train
2286,train
2287,train
2288,val
2289,train
2290,train
2291,test
2292,train
2293,train
2294,train
2295,train
2296,train
2297,train
2298,train
2299,train
2300,train
2301,train
2302,val
2303,train
2304,val
2305,train
2306,train
2307,train
2308,train
2309,val
2310,train
2311,test
2312,train
2313,train
2314,train
2315,train
2316,train
2317,test
2318,train
2319,val
2320,val
2321,test
2322,train
2323,train
2324,val
2325,train
2326,val
2327,train
2328,train
2329,test
2330,train
2331,train
2332,train
2333,train
2334,train
2335,test
2336,train
2337,train
2338,val
2339,train
2340,train
2341,val
2342,train
2343,val
2344,train
2345,test
2346,train
2347,train
2348,train
2349,test
2350,train
2351,train
2352,test
2353,train
2354,train
2355,train
2356,train
2357,train
2358,val
2359,train
2360,train
2361,train
2362,train
2363,train
2364,train
2365,train
2366,train
2367,val
2368,train
2369,train
2370,train
2371,train
2372,train
2373,train
2374,train
2375,train
2376,val
2377,train
2378,train
2379,train
2380,train
2381,val
2382,train
2383,train
2384,train
2385,train
2386,train
2387,train
2388,train
2389,test
2390,train
2391,test
2392,train
2393,test
2394,train
2395,train
2396,train
2397,train
2398,train
2399,train
2400,train
2401,test
2402,train
2403,train
2404,train
2405,train
2406,val
2407,train
2408,test
2409,train
2410,train
2411,train
2412,train
2413,val
2414,train
2415,train
2416,train
2417,train
2418,val
2419,train
2420,train
2421,val
2422,train
2423,train
2424,train
2425,train
2426,train
2427,train
2428,train
2429,train
2430,train
2431,train
2432,train
2433,train
2434,train
2435,train
2436,val
2437,train
2438,train
2439,train
2440,test
2441,train
2442,train
2443,val
2444,train
2445,test
2446,train
2447,train
2448,test
2449,val
2450,train
2451,val
2452,train
2453,test
2454,test
2455,train
2456,val
2457,val
2458,train
2459,train
2460,test
2461,train
2462,train
2463,train
2464,train
2465,train
2466,train
2467,train
2468,train
2469,train
2470,train
2471,val
2472,val
2473,train
2474,val
2475,train
2476,train
2477,train
2478,val
2479,val
2480,train
2481,train
2482,train
2483,train
2484,test
2485,val
2486,val
2487,train
2488,val
2489,train
2490,train
2491,train
2492,train
2493,train
2494,train
2495,train
2496,test
2497,train
2498,train
2499,train
2500,train
2501,train
2502,test
2503,train
2504,train
2505,train
2506,train
2507,train
2508,test
2509,train
2510,train
2511,train
2512,train
2513,val
2514,train
2515,train
2516,train
2517,train
2518,test
2519,train
2520,test
2521,train
2522,train
2523,train
2524,train
2525,train
2526,train
2527,train
2528,test
2529,train
2530,train
2531,train
2532,test
2533,train
2534,train
2535,test
2536,train
2537,val
2538,train
2539,train
2540,train
2541,train
2542,train
2543,train
2544,train
2545,train
2546,train
2547,val
2548,train
2549,train
2550,train
2551,train
2552,train
2553,train
2554,train
2555,val
2556,train
2557,train
2558,train
2559,train
2560,train
2561,train
2562,train
2563,train
2564,train
2565,test
2566,train
2567,train
2568,train
2569,train
2570,train
2571,train
2572,train
2573,train
2574,train
2575,train
2576,train
2577,train
2578,train
2579,train
2580,train
2581,train
2582,train
2583,val
2584,train
2585,train
2586,train
2587,train
2588,train
2589,train
2590,val
2591,train
2592,train
2593,train
2594,train
2595,train
2596,val
2597,val
2598,train
2599,train
2600,train
2601,train
2602,train
2603,train
2604,train
2605,train
2606,train
2607,train
2608,train
2609,test
2610,val
2611,train
2612,test
2613,train
2614,train
2615,val
2616,test
2617,val
2618,train
2619,train
2620,val
2621,train
2622,train
2623,train
2624,train
2625,train
2626,train
2627,train
2628,train
2629,test
2630,val
2631,train
2632,test
2633,train
2634,train
2635,train
2636,train
2637,train
2638,train
2639,train
2640,train
2641,train
2642,train
2643,train
2644,train
2645,train
2646,train
2647,train
2648,train
2649,train
2650,train
2651,train
2652,train
2653,train
2654,train
2655,train
2656,val
2657,val
2658,train
2659,train
2660,train
2661,train
2662,train
2663,val
2664,train
2665,test
2666,train
2667,train
2668,train
2669,train
2670,train
2671,train
2672,train
2673,train
2674,val
2675,train
2676,train
2677,train
2678,val
2679,train
2680,train
2681,test
2682,train
2683,train
2684,train
2685,val
2686,train
2687,train
2688,train
2689,val
2690,train
2691,train
2692,train
2693,val
2694,train
2695,train
2696,train
2697,train
2698,train
2699,train
2700,train
2701,train
2702,val
2703,train
2704,train
2705,test
2706,train
2707,train
2708,train
2709,train
2710,train
2711,train
2712,train
2713,train
2714,train
2715,test
2716,train
2717,train
2718,train
2719,train
2720,train
2721,train
2722,train
2723,train
2724,train
2725,train
2726,train
2727,train
2728,train
2729,train
2730,train
2731,train
2732,train
2733,train
2734,train
2735,train
2736,train
2737,train
2738,train
2739,train
2740,train
2741,train
2742,train
2743,test
2744,train
2745,train
2746,train
2747,test
2748,train
2749,train
2750,train
2751,train
2752,train
2753,train
2754,train
2755,test
2756,train
2757,train
2758,train
2759,train
2760,train
2761,val
2762,train
2763,train
2764,train
2765,train
2766,train
2767,val
2768,train
2769,train
2770,val
2771,train
2772,val
2773,train
2774,train
2775,train
2776,train
2777,train
2778,val
2779,train
2780,train
2781,train
2782,train
2783,train
2784,train
2785,train
2786,train
2787,train
2788,train
2789,val
2790,train
2791,train
2792,test
2793,train
2794,train
2795,train
2796,train
2797,test
2798,train
2799,test
2800,train
2801,train
2802,train
2803,test
2804,train
2805,train
2806,test
2807,train
2808,val
2809,train
2810,train
2811,train
2812,train
2813,train
2814,train
2815,train
2816,train
2817,train
2818,train
2819,test
2820,train
2821,test
2822,train
2823,train
2824,train
2825,train
2826,train
2827,test
2828,train
2829,train
2830,train
2831,train
2832,train
2833,train
2834,train
2835,train
2836,train
2837,train
2838,train
2839,train
2840,train
2841,train
2842,train
2843,train
2844,train
2845,train
2846,train
2847,train
2848,train
2849,test
2850,train
2851,train
2852,train
2853,train
2854,train
2855,train
2856,train
2857,test
2858,train
2859,test
2860,test
2861,train
2862,train
2863,train
2864,train
2865,val
2866,test
2867,train
2868,train
2869,train
2870,train
2871,train
2872,train
2873,train
2874,train
2875,test
2876,train
2877,val
2878,train
2879,train
2880,train
2881,train
2882,train
2883,val
2884,train
2885,val
2886,train
2887,train
2888,train
2889,train
2890,train
2891,train
2892,train
2893,train
2894,train
2895,test
2896,train
2897,train
2898,train
2899,train
2900,test
2901,test
2902,test
2903,train
2904,train
2905,train
2906,train
2907,train
2908,train
2909,train
2910,train
2911,val
2912,train
2913,train
2914,test
2915,train
2916,train
2917,train
2918,train
2919,train
2920,train
2921,train
2922,train
2923,train
2924,train
2925,test
2926,train
2927,train
2928,test
2929,train
2930,test
2931,train
2932,train
2933,train
2934,train
2935,train
2936,train
2937,train
2938,test
2939,train
2940,train
2941,train
2942,train
2943,train
2944,val
2945,train
2946,train
2947,train
2948,train
2949,test
2950,train
2951,train
2952,train
2953,val
2954,train
2955,train
2956,val
2957,train
2958,val
2959,train
2960,train
2961,train
2962,train
2963,train
2964,train
2965,train
2966,train
2967,train
2968,train
2969,val
2970,train
2971,train
2972,train
2973,train
2974,train
2975,test
2976,train
2977,train
2978,train
2979,train
2980,train
2981,train
2982,train
2983,val
2984,train
2985,test
2986,train
2987,train
2988,train
2989,train
2990,train
2991,train
2992,test
2993,test
2994,test
2995,train
2996,test
2997,test
